source,target,importance
CXorf65,CXorf65,0.9999591
EPB41L2,EPB41L2,1.0
NOMO3,NOMO3,1.0
ZNF674,ZNF674,0.99997866
CTD-2021H9.3,CTD-2021H9.3,1.0
RPL13A,ZFAS1,0.32224357
ZFAS1,ZFAS1,1.0
RBMS1,RBMS1,1.0
RP4-773N10.4,RP4-773N10.4,0.99990183
PKNOX1,PKNOX1,0.99992996
TNFAIP8L2,TNFAIP8L2,1.0
ZNF717,ZNF717,0.99992305
CHST3,CHST3,1.0
ANKDD1B,ANKDD1B,0.99992895
NECAB2,NECAB2,1.0
P3H2-AS1,P3H2-AS1,1.0
MYOM1,MYOM1,0.9999701
RAB3B,RAB3B,0.99991816
EMC8,EMC8,0.99998415
JPH1,JPH1,0.9999705
RPL34,RPL7,0.45260438
RPS24,RPL7,0.45575234
RPL14,RPL7,0.46394676
RPL6,RPL7,0.4765864
GNB2L1,RPL7,0.47715393
RPL10,RPL7,0.48159635
RPS18,RPL7,0.516192
EEF1A1,RPL7,0.53032553
RPL10A,RPL7,0.5392904
RPS4X,RPL7,0.5413245
RPS6,RPL7,0.5619805
RPS3,RPL7,0.5652082
RPL5,RPL7,0.566319
RPL13A,RPL7,0.57769567
RPL3,RPL7,0.5841181
RPL7,RPL7,1.0
TEX30,TEX30,0.99998885
PIGO,PIGO,1.0
AC005301.8,AC005301.8,1.0
TEAD4,TEAD4,0.9998992
PYCARD,PYCARD,0.9999914
TRIM14,TRIM14,1.0
SOST,SOST,1.0
TEAD1,TEAD1,0.99995923
LINC01024,LINC01024,1.0
CCDC15,CCDC15,1.0
UGGT1,UGGT1,1.0
KIAA0930,KIAA0930,0.999987
PROC,PROC,1.0
RP11-1275H24.2,RP11-1275H24.2,1.0
PSMD11,PSMD11,0.9999889
LCA5,LCA5,1.0
SAMD4A,RP11-22C11.2,0.39618087
RP11-22C11.2,RP11-22C11.2,0.99994266
RFX1,RFX1,0.9999222
MTERF3,MTERF3,1.0
ETS2,ETS2,0.999991
MIDN,MIDN,0.9999359
DCT,RP11-54H7.4,0.38264546
SOX21-AS1,RP11-54H7.4,0.6260101
RP11-54H7.4,RP11-54H7.4,1.0
MRPL32,MRPL32,0.99996877
RP11-1246C19.1,RP11-1246C19.1,0.9998999
SLC18B1,SLC18B1,1.0
NCAPH,NCAPH,1.0
C8orf33,C8orf33,0.99998575
TCF4,TCF4,0.999922
KRT7,FXYD6,0.32126427
CXCR4,FXYD6,0.38760492
RP11-157D23.2,FXYD6,1.0
FXYD6,FXYD6,1.0
RP11-135A1.2,RP11-135A1.2,1.0
CACNA2D2,CACNA2D2,1.0
UGP2,UGP2,1.0
IMPDH2,IMPDH2,1.0
ACE,ACE,0.9998944
ABCB1,CCL2,0.33702582
HAS1,CCL2,0.35874543
SERPINB8,CCL2,0.39965552
PHLDA1,CCL2,0.48338434
CRLF2,CCL2,0.58815736
CCL4L2,CCL2,0.61967623
SERPINE1,CCL2,0.68039715
HIVEP2,CCL2,0.7500714
IL3RA,CCL2,0.77156323
TNS1,CCL2,0.78316253
SRPX,CCL2,0.7831626
PRR9,CCL2,0.78316265
CCL2,CCL2,0.9999921
RHBDL3,RHBDL3,1.0
ZNF528,ZNF528,0.9999464
DTD1,DTD1,0.99997467
FGFR3,FGFR3,1.0
ACO1,ACO1,1.0
CTD-2587H24.10,CTD-2587H24.10,1.0
KLHL28,KLHL28,0.99989045
KDM8,KDM8,1.0
ARIH2OS,ARIH2OS,1.0
MESP1,MESP1,1.0
PLCG2,PLCG2,1.0
TXNDC12,TXNDC12,1.0
BSN,BSN,1.0
RP11-434H6.7,RP11-434H6.7,1.0
CHAF1A,CHAF1A,0.99998933
TPD52L1,TPD52L1,0.99999917
AP4B1-AS1,AP4B1-AS1,1.0
ADGRA2,ADGRA2,1.0
PSMA7,RANBP1,0.3963019
UBE2L3,RANBP1,0.40074107
NDUFS5,RANBP1,0.4030246
SNRPD1,RANBP1,0.4091713
PRDX1,RANBP1,0.41650715
EIF5A,RANBP1,0.42137152
H2AFZ,RANBP1,0.42750308
CYCS,RANBP1,0.4351847
PA2G4,RANBP1,0.45691675
CACYBP,RANBP1,0.4595098
HSPE1,RANBP1,0.5136485
RAN,RANBP1,0.5164377
NME1,RANBP1,0.5307825
HMGB1,RANBP1,0.5675771
PTMA,RANBP1,0.57954806
RANBP1,RANBP1,1.0
RP11-367G6.3,RP11-367G6.3,0.99994326
RP11-697H9.3,RP11-697H9.3,1.0
SOCS3,SOCS3,1.0
GRAP2,GRAP2,1.0
AGAP9,AGAP9,1.0
ANKAR,ANKAR,1.0
SNRPA1,SNRPA1,0.99998635
FOXD2-AS1,FOXD2-AS1,0.99999434
TIGD4,TIGD4,1.0
ST8SIA6,ST8SIA6,1.0
RP11-467L13.7,RP11-467L13.7,0.99994963
RP1-148H17.1,RP1-148H17.1,1.0
DENND2C,DENND2C,1.0
HOOK1,HOOK1,0.99997354
FAM220A,FAM220A,0.9999055
MLEC,MLEC,0.9999958
RRAD,HIPK4,0.45185918
HIPK4,HIPK4,0.99998313
LYSMD3,LYSMD3,0.99995565
HERC5,HERC5,0.9997469
RP11-445F12.1,RP11-445F12.1,1.0
MYLK-AS1,MYLK-AS1,1.0
GADD45A,GADD45A,0.9999877
DBI,DBI,1.0
PARP14,PARP14,0.9999562
PSMB3,ATP5O,0.31030345
ARPC3,ATP5O,0.31074515
LDHB,ATP5O,0.31096068
ATP5G3,ATP5O,0.3113982
EIF3K,ATP5O,0.31193587
PRDX2,ATP5O,0.31858486
NME1,ATP5O,0.31905934
NDUFS5,ATP5O,0.33552003
UBB,ATP5O,0.343765
FAU,ATP5O,0.3465697
RAN,ATP5O,0.34682193
PSMA4,ATP5O,0.3482455
GSTP1,ATP5O,0.3600031
PSMB1,ATP5O,0.36737657
PRDX1,ATP5O,0.4111803
ATP5O,ATP5O,1.0
MRPL1,MRPL1,0.9999923
SMCO4,SMCO4,0.9999497
PLIN5,PLIN5,0.99997324
COL6A2,HEY1,0.31985095
LILRB1,HEY1,0.32035977
RP11-1152H15.1,HEY1,0.32036376
NDRG1,HEY1,0.32771334
PDGFA,HEY1,0.36827672
PAEP,HEY1,0.44539246
APP,HEY1,0.5035575
TRIML2,HEY1,0.5153934
TFPI2,HEY1,0.53985846
CCNA1,HEY1,0.5398731
CTB-178M22.2,HEY1,0.53987837
RP11-366H4.1,HEY1,0.55253756
HEY1,HEY1,1.0
AC004156.3,AC004156.3,1.0
ZNF674-AS1,ZNF674-AS1,0.99991333
SCNN1A,SCNN1A,0.9999214
CDHR3,CDHR3,0.99995404
ARHGAP11A,ARHGAP11A,0.99998367
MYL10,IL10RA,0.38427964
IL10RA,IL10RA,1.0
PIM2,PIM2,0.99994373
PAX6,PAX6,0.99997044
SLC4A3,SLC4A3,1.0
RP11-74E22.8,RP11-74E22.8,1.0
MOB3B,MOB3B,0.999971
ITGA2,ITGA2,1.0
HCCS,HCCS,0.99994785
SAR1B,SAR1B,1.0
AC104667.3,AC104667.3,0.9999359
LYZL4,TNNT3,1.0
TNNT3,TNNT3,1.0
ZC3HAV1,ZC3HAV1,1.0
TRMT10B,TRMT10B,1.0
TRIM65,TRIM65,0.99996287
LGALS9,LGALS9,1.0
MRPS26,MRPS26,1.0
AC025335.1,AC025335.1,0.9999285
ZNF483,ZNF483,0.99996537
EIF3J,EIF3J,1.0
NDUFB4,NDUFB4,0.9999965
bP-2189O9.3,bP-2189O9.3,0.9998471
LYZL4,LYZL4,1.0
TNNT3,LYZL4,1.0
CDH5,CDH5,1.0
CDK1,KPNA2,0.32549533
TUBB,KPNA2,0.33057198
AURKA,KPNA2,0.33885914
TOP2A,KPNA2,0.4064656
PIF1,KPNA2,0.418023
KPNA2,KPNA2,0.9999525
TMEM40,TMEM40,1.0
MT1A,MT1A,1.0
FBXO41,FBXO41,1.0
IRF7,IRF7,1.0
STK17A,STK17A,0.99994975
UNG,UNG,1.0
DYNLT1,DYNLT1,0.99998957
HIPK4,RRAD,0.45185918
RRAD,RRAD,1.0
CFP,CFP,1.0
NUDT19,NUDT19,1.0
ZNF383,ZNF383,0.99999064
GPR84,GPR84,0.999704
RP11-505P4.7,C1QTNF2,0.3362004
C1QTNF2,C1QTNF2,1.0
MIR3945HG,MIR3945HG,0.999884
UBASH3B,UBASH3B,1.0
C7orf71,C7orf71,1.0
FAM89A,FAM89A,0.9999762
CCDC22,CCDC22,1.0
FAM83H,FAM83H,1.0
RP11-573D15.9,RP11-573D15.9,0.9999926
PSMD6,PSMD6,0.999961
TIGAR,TIGAR,0.9999024
C1orf35,C1orf35,1.0
FGF18,FGF18,1.0
KCTD11,KCTD11,0.99998826
LYSMD2,LYSMD2,1.0
MAK16,MAK16,1.0
LINC00954,LINC00954,0.9999993
DEPDC1B,DEPDC1B,0.9998869
NIT1,NIT1,0.9999431
RP11-600F24.7,RP11-600F24.7,0.9999193
ZNF396,ZNF396,1.0
S100P,S100P,1.0
RP11-277B15.3,RP11-277B15.3,1.0
ATP6V0B,ATP6V0B,0.9999981
PROK1,IGFBP5,0.3317286
IGFBP5,IGFBP5,0.9999544
ANP32A,ANP32A,1.0
RNF223,RNF223,1.0
DLGAP1-AS1,DLGAP1-AS1,1.0
HIST1H4H,HIST1H4H,0.99989945
RP5-994D16.3,RP5-994D16.3,1.0
IMPDH1,IMPDH1,0.99996734
PAQR8,PAQR8,0.9999075
DLX1,DLX1,0.9999527
CTA-246H3.12,CTA-246H3.12,1.0
CFD,CFD,0.99998176
LINC00691,LINC00691,1.0
INHA,INHA,0.99999326
CCL4L2,HAS1,0.3159313
IL3RA,HAS1,0.31797493
CRLF2,HAS1,0.3305549
CCL2,HAS1,0.35874543
TNS1,HAS1,0.3998094
PRR9,HAS1,0.3998113
SRPX,HAS1,0.39981148
HAS1,HAS1,0.9999967
RP11-309N24.1,RP11-309N24.1,1.0
TMEM243,TMEM243,0.9999918
CATSPERG,CATSPERG,1.0
UPK3A,UPK3A,1.0
IL6,THEG,0.42803043
HMGA2,THEG,0.47848493
THEG,THEG,1.0
RPL34,RPS29,0.33550704
RPLP1,RPS29,0.3448582
RPL36,RPS29,0.3516716
RPS12,RPS29,0.42520973
RPS21,RPS29,0.43382496
RPS27,RPS29,0.52786785
RPS28,RPS29,0.5291874
RPS29,RPS29,0.99999994
FAM83F,FAM83F,1.0
TCEB2,TCEB2,0.9999976
ZBTB8A,ZBTB8A,1.0
LINC01140,LINC01140,1.0
STRA6,STRA6,0.9999747
SOX4,SOX4,0.9999931
DUSP8,DUSP8,0.99993074
C17orf99,C17orf99,0.99989396
DCAF4L1,DCAF4L1,1.0
WDR31,WDR31,0.99994314
LIMD2,LIMD2,1.0
TSPYL2,TSPYL2,1.0
MDH2,LDHA,0.31594437
NME1,LDHA,0.3200002
HSP90AA1,LDHA,0.3234091
UBB,LDHA,0.324221
ALDOA,LDHA,0.32605156
PSMA4,LDHA,0.33013257
CACYBP,LDHA,0.33379456
NPM1,LDHA,0.34308878
ENO1,LDHA,0.3477324
RAN,LDHA,0.3479098
PRDX1,LDHA,0.3482443
RANBP1,LDHA,0.3563548
GAPDH,LDHA,0.36514032
LDHB,LDHA,0.37017903
LDHA,LDHA,0.9999985
RPL10,BTF3,0.3121074
RPS6,BTF3,0.31601524
RPL13A,BTF3,0.3221992
RPL7,BTF3,0.33391687
RPS7,BTF3,0.33811364
RPS3,BTF3,0.34407213
RPL10A,BTF3,0.35516974
RPS5,BTF3,0.3643644
RPL14,BTF3,0.36975133
NACA,BTF3,0.37543482
RPL5,BTF3,0.38829017
GNB2L1,BTF3,0.41747147
NPM1,BTF3,0.42115867
BTF3,BTF3,1.0
XXbac-BPG299F13.17,XXbac-BPG299F13.17,0.9999066
TMC6,TMC6,1.0
RP11-1072A3.4,RP11-1072A3.4,0.999983
USP2-AS1,USP2-AS1,1.0
NAA10,NAA10,0.9999985
NEIL1,NEIL1,0.9999674
SLC37A1,SLC37A1,1.0
ZNRF3,ZNRF3,0.9999748
ESPL1,ESPL1,0.99999386
LPCAT2,LPCAT2,1.0
PRDM1,PRDM1,1.0
PLEKHO1,PLEKHO1,0.9999545
ICA1L,ICA1L,0.9999845
MT-ND5,MT-ND2,0.34076932
MT-ND3,MT-ND2,0.4834873
MT-CO1,MT-ND2,0.5288536
MT-CYB,MT-ND2,0.5693487
MT-ND1,MT-ND2,0.57273304
MT-CO2,MT-ND2,0.5760615
MT-ATP6,MT-ND2,0.5769409
MT-CO3,MT-ND2,0.6227002
MT-ND4,MT-ND2,0.6338285
MT-ND2,MT-ND2,1.0
RP11-20I23.6,RP11-20I23.6,0.9999835
SLIT2,SLIT2,1.0
TRUB2,TRUB2,0.9999813
COMTD1,COMTD1,0.9999661
RP11-295H24.4,RP11-295H24.4,1.0
LAMTOR5,LAMTOR5,1.0
RP11-731C17.2,RP11-731C17.2,0.9999545
SCCPDH,SCCPDH,1.0
RP11-290F5.2,RP11-290F5.2,1.0
CD3EAP,CD3EAP,1.0
RASL11B,RASL11B,1.0
ACY1,ACY1,1.0
AFF3,AFF3,1.0
YRDC,YRDC,0.9999663
TMEM150C,TMEM150C,1.0
HLA-DRA,FBXO15,0.3952509
CTB-138E5.1,FBXO15,0.67020744
FBXO15,FBXO15,1.0
LRRC74B,LRRC74B,0.9999209
TMEM173,TMEM173,0.9998884
ART5,ART5,1.0
CFAP20,CFAP20,0.9999641
FAM229A,FAM229A,1.0
CAGE1,CAGE1,0.99980664
RAPGEF6,RAPGEF6,0.99994004
TRIM3,TRIM3,1.0
PPP1R7,PPP1R7,1.0
H2BFS,H2BFS,1.0
MCEE,MCEE,0.9999437
DRC1,DRC1,1.0
DPEP2,DPEP2,0.99987376
FAM222A,FAM222A,1.0
GSTM3,GSTM3,0.9999683
LGALS12,LGALS12,1.0
FAM212A,FAM212A,0.99998283
NSDHL,NSDHL,0.999974
LPIN3,LPIN3,1.0
CH17-353B19.1,CH17-353B19.1,0.99988925
RP11-488C13.5,RP11-488C13.5,1.0
AGAP1,AGAP1,1.0
SLPI,IPCEF1,0.5561879
IPCEF1,IPCEF1,1.0
HAVCR2,HAVCR2,1.0
NPW,NPW,0.99996763
SMC3,SMC3,0.99996394
SMIM14,SMIM14,0.99992234
KCNQ4,KCNQ4,0.9999732
BCYRN1,BCYRN1,1.0
SFRP5,SFRP5,1.0
AL133493.2,AL133493.2,0.9999598
CTB-83J4.1,TRPM1,0.5404784
RP11-96B5.3,TRPM1,0.67027795
TRPM1,TRPM1,1.0
FAM159A,SLC6A2,0.33583024
PRG3,SLC6A2,0.354409
MME,SLC6A2,0.64278907
SLC6A2,SLC6A2,1.0
RP11-121C2.2,RP11-121C2.2,1.0
KCNAB3,KCNAB3,1.0
SLC26A10,SLC26A10,0.99990654
CENPE,TPX2,0.32111076
CENPA,TPX2,0.32668513
CDC20,TPX2,0.3272642
CDCA8,TPX2,0.32751906
PLK1,TPX2,0.34485856
CKS2,TPX2,0.35339946
HMGB2,TPX2,0.3567968
AURKA,TPX2,0.35753873
CENPF,TPX2,0.35823986
PIF1,TPX2,0.37050673
UBE2S,TPX2,0.38262302
TOP2A,TPX2,0.39084005
TPX2,TPX2,0.99996847
RNF217,RNF217,0.9999702
RP11-366H4.1,AC024560.2,0.31850857
PDGFA,AC024560.2,0.31860873
RP13-143G15.4,AC024560.2,0.37266192
PAEP,AC024560.2,0.38531247
APP,AC024560.2,0.3857818
COL6A2,AC024560.2,0.39781398
CCNA1,AC024560.2,0.46702433
TFPI2,AC024560.2,0.46702433
CTB-178M22.2,AC024560.2,0.4670397
AC024560.2,AC024560.2,1.0
NPM1,PPA1,0.31733787
PPA1,PPA1,1.0
PDGFC,RP11-184M15.1,0.32943466
RP11-184M15.1,RP11-184M15.1,1.0
FDPS,FDPS,0.99998057
FAM151B,FAM151B,0.9999921
PWP1,PWP1,1.0
FAM135B,FAM135B,1.0
PNP,PNP,0.99999785
USP44,USP44,1.0
ANKDD1A,ANKDD1A,0.9998642
GCH1,GCH1,0.99993396
RP13-516M14.4,RP13-516M14.4,1.0
SLC2A14,SLC2A14,0.999929
IQGAP3,IQGAP3,0.9999859
MBP,MBP,0.99999684
NACC2,NACC2,0.99992615
TGIF1,TGIF1,1.0
PPM1D,PPM1D,1.0
MAP2K6,MAP2K6,1.0
CCDC26,CCDC26,0.99997705
RP11-111M22.3,RP11-111M22.3,1.0
PANO1,PANO1,1.0
WWC2-AS1,GPHA2,0.40425587
GPHA2,GPHA2,1.0
ZNF280C,ZNF280C,1.0
GAS2,GAS2,1.0
HAUS7,HAUS7,0.99988866
RRP7A,RRP7A,1.0
SLC25A21,SLC25A21,0.999892
LRP1,LRP1,0.99986786
PCCB,PCCB,0.9999455
RP11-54H7.4,DCT,0.38264546
SOX21-AS1,DCT,0.6113947
DCT,DCT,1.0
SLC25A18,SLC25A18,0.9999713
PHLDA1,SERPINE1,0.425081
CCL4L2,SERPINE1,0.4558486
CRLF2,SERPINE1,0.4761983
IL3RA,SERPINE1,0.56056696
TNS1,SERPINE1,0.576388
PRR9,SERPINE1,0.5763905
SRPX,SERPINE1,0.5763907
HIVEP2,SERPINE1,0.60285485
CCL2,SERPINE1,0.68039715
SERPINE1,SERPINE1,0.9999542
FAM57A,FAM57A,1.0
HOXA6,HOXA6,1.0
DIAPH3,DIAPH3,1.0
TBX2-AS1,TBX2-AS1,0.9999812
CD70,CD70,0.99987346
LMOD3,LMOD3,1.0
TUBA1A,TUBA1A,0.99994147
ICT1,ICT1,0.999986
PPM1J,PPM1J,1.0
TMEM177,TMEM177,0.9999965
SCLY,SCLY,0.9999628
UCKL1-AS1,UCKL1-AS1,0.9998927
OAS3,OAS3,0.9999664
FXYD6,CXCR4,0.38760492
RP11-157D23.2,CXCR4,0.38760492
CXCR4,CXCR4,1.0
CD74,CD74,1.0
PPARA,PPARA,0.9998395
DNAJB11,DNAJB11,1.0
GAL3ST4,GAL3ST4,1.0
PGK1,PGK1,0.99998
RFPL1S,RFPL1S,0.9999412
MEI1,MEI1,0.9999605
HCG9,HCG9,0.9999017
PDIA6,PDIA6,1.0
MYCN,MYCN,1.0
MEGF6,MAL,0.40484557
PLN,MAL,0.8307465
DHRS2,MAL,0.8307466
MAL,MAL,0.9999699
COL23A1,COL23A1,1.0
FUT6,FUT6,1.0
COMMD9,COMMD9,1.0
HIST1H2AH,HIST1H2AH,0.9999425
NMT2,NMT2,0.9999464
XBP1,XBP1,1.0
RP4-639J15.3,RP4-639J15.3,1.0
GAS6,GAS6,0.9999479
ITGB7,ITGB7,0.99990976
SLC44A1,SLC44A1,0.9999075
ABCC3,ABCC3,1.0
CTD-2008L17.2,CTD-2008L17.2,0.9998915
SLC16A5,SLC16A5,0.9999382
GRK5,GRK5,1.0
LINC01483,LINC01483,1.0
AC002463.3,AC002463.3,1.0
RP11-449H3.3,RP11-449H3.3,1.0
CES3,CES3,1.0
PAGE5,PAGE5,0.9999196
GCA,GCA,1.0
ATG101,ATG101,0.9999508
CTD-2562J15.4,CTD-2562J15.4,0.99990773
ST3GAL1,RP11-505P4.7,0.330838
C1QTNF2,RP11-505P4.7,0.3362004
CDKL5,RP11-505P4.7,0.73684084
RP11-505P4.7,RP11-505P4.7,1.0
THEG,IL6,0.42803043
IL6,IL6,1.0
TP53INP1,TP53INP1,0.9999057
MTRNR2L8,MTRNR2L8,1.0
CCNB2,CCNB2,1.0
SLC15A2,SLC15A2,0.9999079
CCL3L3,CCL3L3,0.99985117
GPAT3,GPAT3,0.9999377
ANKRD62,ANKRD62,1.0
SH3BGRL3,SH3BGRL3,1.0
C9orf16,C9orf16,1.0
BTN3A1,BTN3A1,1.0
NTRK3,NTRK3,1.0
H2AFX,H2AFX,1.0
SPOCD1,SPOCD1,0.99991995
GATA1,GATA1,0.9999797
FSTL5,FSTL5,1.0
RRAGA,RRAGA,1.0
CCDC13,CCDC13,0.9999961
PKM,PKM,1.0
PEX11G,PEX11G,0.99994814
PODXL,PODXL,1.0
TIPARP-AS1,TIPARP-AS1,1.0
PDZD7,PDZD7,1.0
RP13-131K19.1,RP13-131K19.1,1.0
TSPAN5,TSPAN5,1.0
GIPR,GIPR,1.0
DIXDC1,DIXDC1,0.9999963
TUFM,TUFM,1.0
NANS,NANS,1.0
HES2,HES2,0.99992263
ZNF607,ZNF607,1.0
MEIOB,MEIOB,0.99997956
SPRY2,SPRY2,0.9999438
BEND7,BEND7,1.0
AC007365.3,AC007365.3,1.0
YAF2,YAF2,0.9999815
CTD-2162K18.3,CTD-2162K18.3,0.99991584
PLEKHF1,PLEKHF1,0.99989367
DCTPP1,DCTPP1,1.0
MAFF,MAFF,0.9999539
ADCY2,FMOD,0.35074344
CLIC3,FMOD,0.4437318
FMOD,FMOD,0.999995
MANF,MANF,1.0
AC016710.1,AC016710.1,1.0
PRSS23,PRSS23,0.999838
LIN28A,LIN28A,1.0
ANKRD33B,ANKRD33B,1.0
SVIL,SVIL,1.0
RPF2,RPF2,1.0
CCT6A,CCT6A,1.0
METTL12,METTL12,0.9999434
MARCH3,MARCH3,0.99989647
PLAU,PLAU,0.99993896
CST7,CST7,1.0
ZDHHC14,ZDHHC14,0.99995726
ORC6,ORC6,1.0
CDR2,CDR2,1.0
CD40,CD40,1.0
ISL2,ISL2,1.0
DACH1,DACH1,1.0
RPL4,RPL14,0.39014944
EEF1A1,RPL14,0.43273422
RPS4X,RPL14,0.43401068
RPS7,RPL14,0.44227728
RPL10,RPL14,0.44891143
RPL7,RPL14,0.46394676
GNB2L1,RPL14,0.47399408
RPS5,RPL14,0.49198273
RPS18,RPL14,0.5060304
RPL5,RPL14,0.51657474
RPS6,RPL14,0.5305178
RPL3,RPL14,0.53463924
RPS3,RPL14,0.5421144
RPL13A,RPL14,0.55138236
RPL10A,RPL14,0.55145866
RPL14,RPL14,1.0
COPS3,COPS3,0.9999727
ERBB3,ERBB3,0.9998848
RPIA,RPIA,0.9999288
UQCC3,UQCC3,1.0
RP11-1055B8.4,RP11-1055B8.4,0.99993634
B2M,B2M,1.0
RP11-631N16.4,RP11-631N16.4,1.0
SPATC1L,SPATC1L,0.9999813
UPP1,PRSS22,0.31211546
ABCB1,PRSS22,0.322305
STC1,PRSS22,0.38889375
XIRP1,PRSS22,0.4006167
PHLDA1,PRSS22,0.4541703
RP11-1152H15.1,PRSS22,0.46145186
FAM107B,PRSS22,0.4723939
MUC12,PRSS22,0.5010338
PRSS22,PRSS22,0.9998501
FOSB,FOSB,1.0
DOCK9-AS2,DOCK9-AS2,1.0
CENPF,CCNB1,0.31826076
AURKA,CCNB1,0.32024541
HMGB2,CCNB1,0.3250596
CKS2,CCNB1,0.3257759
PLK1,CCNB1,0.34688333
UBE2S,CCNB1,0.35130528
CDC20,CCNB1,0.35957518
CCNB1,CCNB1,0.9999518
SRSF7,SRSF7,0.9999913
PRSS22,ABCB1,0.322305
CCL2,ABCB1,0.33702582
CDKN1A,ABCB1,0.34486017
BARX1,ABCB1,0.34986988
KRT7,ABCB1,0.37160036
PHLDA1,ABCB1,0.383067
RP13-143G15.4,ABCB1,0.40788826
RP3-333A15.1,ABCB1,0.4345711
RAB7B,ABCB1,0.45965743
EMP1,ABCB1,0.48728544
ABCB1,ABCB1,1.0
ZNF442,ZNF442,1.0
ANKRD34A,ANKRD34A,0.9999403
RNASET2,RNASET2,1.0
TMPO-AS1,TMPO-AS1,0.99997884
COL18A1,COL18A1,0.9999716
SLC7A5,SLC7A5,0.99995095
GPRC5C,GPRC5C,0.99995476
RP1-292L20.3,RP1-292L20.3,0.9998651
POU4F1,POU4F1,1.0
ATL1,ATL1,1.0
EIF4A3,EIF4A3,1.0
NRTN,NRTN,1.0
SPECC1,SPECC1,1.0
B9D1,B9D1,0.9999535
LIM2,LIM2,1.0
CYP4F3,CYP4F3,1.0
SLC7A8,SLC7A8,1.0
CENPF,CENPA,0.31011224
UBE2S,CENPA,0.32667467
TPX2,CENPA,0.32668513
PLK1,CENPA,0.32989976
CDCA8,CENPA,0.3452291
AURKA,CENPA,0.37651518
TOP2A,CENPA,0.403925
PIF1,CENPA,0.42606407
CENPA,CENPA,0.99996376
KBTBD3,KBTBD3,0.9999455
P2RY11,P2RY11,0.999944
AC092667.2,AC092667.2,0.9998865
TIMP1,TIMP1,1.0
AP000704.5,AP000704.5,0.9999482
MLF1,MLF1,1.0
NSMCE1,NSMCE1,1.0
TNFRSF12A,TNFRSF12A,0.9999628
CMPK2,CMPK2,1.0
PTGIR,PTGIR,0.9999536
AC018816.3,AC018816.3,0.99989223
UPRT,UPRT,0.9999366
MFHAS1,MFHAS1,0.99999785
SNX25,SNX25,0.9999291
PVR,PVR,1.0
PRCD,PRCD,0.9998626
FO538757.2,FO538757.2,0.9999732
CRYAB,CRYAB,1.0
XIRP1,RP11-370I10.10,0.3479266
RP13-143G15.4,RP11-370I10.10,0.3930807
RAB7B,RP11-370I10.10,0.5330226
SCUBE2,RP11-370I10.10,0.7155809
RP11-370I10.10,RP11-370I10.10,1.0
RIOK1,RIOK1,0.99994624
C1orf109,C1orf109,0.99997693
HIST2H2BE,HIST2H2BE,1.0
SPAG16,SPAG16,0.99992746
CTSH,CTSH,1.0
PRDX1,ATP5F1,0.33158797
ATP5F1,ATP5F1,0.99998635
DTL,DTL,0.9999569
AP001626.2,AP001626.2,1.0
CLDN19,CLDN19,1.0
TFB2M,TFB2M,1.0
HIST1H4E,HIST1H4E,1.0
MYB,MYB,1.0
TIMM9,TIMM9,1.0
ZNF468,ZNF468,1.0
FAM195A,FAM195A,0.9999695
CTD-2145A24.5,CTD-2145A24.5,0.99996704
IL3RA,PMEPA1,0.34509712
ASPH,PMEPA1,0.4488664
RP11-366H4.1,PMEPA1,0.46816722
TTC9B,PMEPA1,0.48161554
AKAP12,PMEPA1,0.48500374
TRIML2,PMEPA1,0.5071546
HIVEP2,PMEPA1,0.74883693
CCL3,PMEPA1,0.9244827
PMEPA1,PMEPA1,1.0
PLPP4,PMEPA1,1.0
FAM43A,FAM43A,1.0
LCN6,LCN6,1.0
DAB2,DAB2,1.0
CIDEB,CIDEB,1.0
CMSS1,CMSS1,0.9999986
ARHGAP10,ARHGAP10,0.99991107
TERT,TERT,1.0
FBXL18,FBXL18,1.0
SDC1,SDC1,1.0
GATA6-AS1,GATA6-AS1,0.9999637
MOCS1,MOCS1,0.99990135
CYP2J2,CYP2J2,1.0
MFSD3,MFSD3,1.0
CRLF1,CRLF1,1.0
TRAP1,TRAP1,0.9999472
GNB2L1,RPS6,0.48570728
RPL6,RPS6,0.49885416
RPL34,RPS6,0.4996102
RPL4,RPS6,0.5235942
RPL14,RPS6,0.5305178
RPL10,RPS6,0.5360558
RPL7,RPS6,0.5619805
RPS18,RPS6,0.5756664
RPL5,RPS6,0.57929397
RPS4X,RPS6,0.5816939
RPS3,RPS6,0.6210916
RPL10A,RPS6,0.6271256
EEF1A1,RPS6,0.6405547
RPL13A,RPS6,0.7057284
RPL3,RPS6,0.70618254
RPS6,RPS6,1.0
PRELID3A,PRELID3A,1.0
RP11-134O21.1,RP11-134O21.1,0.99990004
PFKFB2,PFKFB2,1.0
EIF5,EIF5,0.999993
WNT10B,WNT10B,1.0
MYH9,MYH9,1.0
S100A13,S100A13,0.99995553
CYP3A5,CYP3A5,1.0
SERPING1,SERPING1,0.99992687
HSD17B6,HSD17B6,1.0
NPTXR,NPTXR,0.99998045
LL0XNC01-7P3.1,LL0XNC01-7P3.1,0.9999115
SNHG7,SNHG7,0.9999373
TAF9B,TAF9B,1.0
CDIPT-AS1,CDIPT-AS1,1.0
RP11-468E2.4,RP11-468E2.4,0.9999149
MAP1LC3B2,MAP1LC3B2,0.9999773
DERA,DERA,1.0
LRFN4,LRFN4,0.99999166
PVT1,PVT1,1.0
ZNF239,ZNF239,1.0
SOD2,SOD2,0.99995035
